name,nickname,wins,losses,draws,height_cm,weight_kg,reach_in_cm,stance,date_of_birth,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
Chris Gutierrez,El Guapo,20,5,2,175.26,61.23,170.18,Orthodox,22/04/1991,5.04,57,2.73,65,0.34,37,71,5.04
Denis Tiuliulin,,10,8,0,185.42,83.91,195.58,Orthodox,17/05/1988,5.04,41,5.83,40,0,0,69,5.04
Maria Oliveira,Spider-Girl,13,7,0,167.64,52.16,175.26,Orthodox,12/12/1996,5.03,38,5.76,44,0.95,44,47,5.03
Jesse Strader,Sui Generis,5,3,0,170.18,61.23,177.8,Orthodox,29/05/1991,5.03,51,5.28,47,3.87,57,100,5.03
Petr Yan,No Mercy,16,5,0,170.18,61.23,170.18,Switch,11/02/1993,5.03,53,4.26,59,1.71,52,85,5.03
Istela Nunes,,6,5,0,162.56,52.16,167.64,Orthodox,23/07/1992,5.02,45,4.84,60,0,0,50,5.02
Marius Zaromskis,The Whitemare,20,9,0,175.26,77.11,,Orthodox,30/07/1980,5.02,34,5.93,50,0.73,42,73,5.02
Alex Morono,The Great White,23,9,0,180.34,77.11,182.88,Orthodox,16/08/1990,5.02,41,4.17,58,0.34,22,50,5.02
Ashiek Ajim,Peak Physique,6,2,0,172.72,61.23,180.34,Switch,19/06/1994,5,40,11.25,25,0,0,0,5
Christina Marks,,8,9,0,170.18,56.7,175.26,Orthodox,08/11/1985,5,58,3,64,7.5,100,0,5
Chase Hooper,The Dream,12,3,1,185.42,70.31,187.96,Southpaw,13/09/1999,5,51,3.67,36,1.47,22,50,5
Victor Altamirano,El Magnifico,12,3,0,172.72,56.7,177.8,Switch,23/01/1991,5,57,3.99,53,2.12,25,63,5
Alex Pereira,Poatan,9,2,0,193.04,92.99,200.66,Orthodox,07/07/1987,5,62,3.65,50,0.19,100,70,5
Hannah Cifers,Shockwave,10,7,0,154.94,52.16,157.48,Orthodox,26/06/1992,4.99,44,5.39,52,0.26,100,64,4.99
Dave Herman,,22,6,0,193.04,109.77,195.58,Orthodox,03/10/1984,4.98,60,3.78,48,1.49,100,58,4.98
Peter Danesoe,The Asian Viking,6,3,0,175.26,56.7,172.72,Orthodox,01/09/2000,4.98,54,7.02,37,0,0,62,4.98
Sabah Homasi,,11,8,0,182.88,77.11,182.88,Orthodox,19/10/1988,4.98,48,6.91,47,2.8,50,66,4.98
Tony Ferguson,El Cucuy,26,9,0,180.34,70.31,193.04,Orthodox,12/02/1984,4.98,45,4.26,56,0.42,35,66,4.98
Blake Bilder,El Animal,8,1,1,172.72,65.77,172.72,Switch,12/07/1990,4.96,50,4.54,56,0.45,10,100,4.96
Impa Kasanganay,Tshilobo,9,2,0,180.34,77.11,190.5,Orthodox,17/01/1994,4.96,48,3.66,58,1.75,58,66,4.96
Jared Vanderaa,,12,10,0,193.04,120.2,203.2,Orthodox,12/05/1992,4.96,44,5.67,45,0.18,50,20,4.96
Kai Kamaka,The Fighting Hawaiian,8,4,1,170.18,65.77,175.26,Orthodox,05/01/1995,4.96,57,5.29,55,1.93,58,52,4.96
Nate Quarry,Rock,12,4,0,182.88,83.91,182.88,Open Stance,18/03/1972,4.96,44,2.8,66,0.25,33,60,4.96
Kestutis Smirnovas,,24,8,2,177.8,90.72,,Orthodox,,4.95,52,5.05,54,1.55,50,100,4.95
JunYong Park,The Iron Turtle,17,5,0,177.8,83.91,185.42,Orthodox,27/02/1991,4.94,51,3.66,53,2.1,50,69,4.94
Alex Serdyukov,The Russian Crusher,8,5,0,187.96,77.11,187.96,Orthodox,24/05/1980,4.94,48,3.1,46,1.84,55,67,4.94
Nazim Sadykhov,Black Wolf,9,1,1,177.8,70.31,175.26,Southpaw,16/05/1994,4.94,48,5.72,48,1.71,62,75,4.94
Cheyanne Vlismas,The Warrior Princess,7,3,0,160.02,52.16,160.02,Switch,25/06/1995,4.93,50,2.57,64,0.25,33,66,4.93
Clint Coronel,,2,5,0,,70.31,,,,4.93,32,5.6,66,0,0,66,4.93
James Llontop,Goku,14,2,0,182.88,70.31,185.42,Orthodox,02/08/1999,4.93,54,1.93,74,0,0,71,4.93
Jessica Aguilar,Jag,20,8,0,160.02,52.16,160.02,Orthodox,08/05/1982,4.93,50,7.19,53,0.94,25,50,4.93
Amador Ramirez,,5,4,0,,61.23,,,,4.93,51,2.07,69,1,33,0,4.93
Marcelo Rojo,Pitbull,16,10,0,172.72,65.77,180.34,Orthodox,02/07/1988,4.92,39,6.42,55,0.46,50,66,4.92
Joey Beltran,The Mexicutioner,17,14,0,185.42,83.91,190.5,Orthodox,08/12/1981,4.92,36,5.27,54,0.48,18,75,4.92
William Macario,Patolino,9,3,0,180.34,77.11,190.5,Orthodox,01/07/1991,4.92,54,3.96,65,1.85,45,78,4.92
Ismael Bonfim,Marreta,19,4,0,172.72,70.31,180.34,Orthodox,28/12/1995,4.91,57,2.66,76,1.11,28,81,4.91
Juan Manuel Puig,Fenix,11,4,0,175.26,65.77,,Orthodox,23/04/1989,4.91,23,7.17,51,0,0,0,4.91
Andrea Lee,KGB,13,8,0,167.64,56.7,175.26,Orthodox,11/02/1989,4.91,47,3.69,63,1.84,57,54,4.91
Murtaza Talha,,6,1,0,182.88,92.99,187.96,Orthodox,10/07/1996,4.91,58,8.29,30,0,0,100,4.91
Rafael Fiziev,Ataman,12,3,0,172.72,70.31,180.34,Switch,05/03/1993,4.9,51,4.97,49,0.29,40,89,4.9
Santiago Ponzinibbio,Argentine Dagger,30,7,0,182.88,77.11,185.42,Orthodox,26/09/1986,4.9,41,4.67,61,0.48,30,60,4.9
Paulo Renato Junior,,12,3,0,182.88,92.99,185.42,Orthodox,25/01/1994,4.89,45,5.18,56,0,0,100,4.89
Michael Chandler,Iron,23,8,0,172.72,70.31,180.34,Orthodox,24/04/1986,4.89,46,4.58,46,2.17,38,71,4.89
Zabit Magomedsharipov,,18,1,0,185.42,65.77,185.42,Orthodox,01/03/1991,4.89,48,3,64,5.22,56,77,4.89
Kurt Holobaugh,,21,7,0,180.34,70.31,177.8,Orthodox,08/09/1986,4.89,44,4.44,48,0.87,36,50,4.89
Gloria de Paula,Glorinha,6,5,0,165.1,52.16,170.18,Orthodox,10/06/1995,4.89,53,3.77,66,0.74,37,65,4.89
Denys Bondar,Psycho,16,5,0,167.64,56.7,175.26,Orthodox,27/06/1992,4.89,45,6.42,56,2.75,50,62,4.89
Carlos Felipe,Boi,11,2,0,182.88,111.13,190.5,Orthodox,12/01/1995,4.88,45,5.6,50,0,0,72,4.88
Yurij Kiseliov,Playboy,5,4,0,172.72,83.91,,Orthodox,,4.88,87,0,0,0,0,50,4.88
Daniel Marcos,Soncora,15,0,0,170.18,61.23,175.26,Orthodox,07/03/1993,4.88,46,3.7,69,0.4,50,89,4.88
Miguel Baeza,Caramel Thunder,10,3,0,187.96,77.11,187.96,Orthodox,23/08/1992,4.88,49,5.1,53,0.44,28,100,4.88
Pannie Kianzad,Banzai,17,7,0,170.18,61.23,167.64,Orthodox,08/12/1991,4.87,49,3.75,53,0.35,30,71,4.87
Valmir Lazaro,Bidu,15,5,0,182.88,70.31,185.42,Orthodox,15/08/1985,4.87,37,4.09,61,1.33,40,96,4.87
Gabriel Bonfim,Marretinha,15,1,0,185.42,77.11,182.88,Orthodox,20/08/1997,4.87,40,5.25,59,4.75,71,100,4.87
Mike Hayes,,20,12,2,193.04,104.33,,Orthodox,,4.87,55,1.47,77,0,0,75,4.87
Magomed Gadzhiyasulov,,8,0,0,187.96,92.99,190.5,Orthodox,04/11/1993,4.87,46,1.6,73,6,85,100,4.87
Stephen Bass,Bigfish,11,2,0,175.26,65.77,,Orthodox,14/11/1982,4.87,52,5.87,55,0,0,0,4.87
Jeremy Larsen,,8,5,0,177.8,65.77,177.8,Orthodox,18/05/1984,4.87,48,5.75,57,2.49,33,0,4.87
Zelg Galesic,Benkei,11,9,0,187.96,83.91,,Orthodox,16/02/1979,4.86,62,0.61,66,1.3,100,20,4.86
Irene Aldana,,14,7,0,175.26,61.23,172.72,Orthodox,26/03/1988,4.86,39,5.71,59,0.17,50,75,4.86
Kris Moutinho,,9,6,0,170.18,61.23,172.72,Southpaw,09/08/1992,4.86,32,15.48,28,0,0,0,4.86
Kennedy Nzechukwu,African Savage,12,4,0,195.58,92.99,210.82,Southpaw,13/06/1992,4.86,46,4.27,51,0.68,50,80,4.86
Julian Marquez,The Cuban Missile Crisis,9,4,0,187.96,83.91,182.88,Orthodox,08/05/1990,4.86,44,4.99,51,0,0,53,4.86
Jhonata Silva,,8,2,0,165.1,56.7,167.64,Orthodox,24/04/1997,4.86,52,9.85,44,0,0,0,4.86
Steve Montgomery,The Creepy Weasel,9,5,0,193.04,83.91,,Southpaw,19/12/1990,4.85,39,4.12,47,0,0,64,4.85
Steve Garcia,Mean Machine,14,5,0,182.88,65.77,190.5,Southpaw,22/05/1992,4.85,56,2.61,46,1.51,44,94,4.85
Umar Nurmagomedov,,16,0,0,172.72,61.23,175.26,Orthodox,03/01/1996,4.85,70,0.73,75,4.28,45,100,4.85
Casey Kenney,,16,4,1,170.18,61.23,172.72,Southpaw,20/03/1991,4.85,42,4.67,58,1.09,35,61,4.85
Thomas Almeida,Thominhas,22,5,0,170.18,65.77,177.8,Southpaw,31/07/1991,4.84,43,4.93,61,0.17,14,75,4.84
Isaiah Hill,,5,7,1,177.8,70.31,,,,4.84,50,0.97,80,0,0,66,4.84
Aleksandra Albu,Stitch,3,2,0,157.48,52.16,160.02,Orthodox,14/07/1990,4.83,47,5.56,38,2.27,50,77,4.83
Jessamyn Duke,The Gun,3,5,0,180.34,61.23,185.42,Orthodox,24/06/1986,4.83,53,4.43,57,1.27,36,50,4.83
Nah-Shon Burrell,The Rock n Rolla,15,7,0,180.34,77.11,,Orthodox,05/02/1990,4.83,47,3.45,56,0,0,52,4.83
SangHoon Yoo,Assassin,8,2,0,182.88,77.11,187.96,Orthodox,18/01/1990,4.83,65,6.11,40,0.53,100,69,4.83
Matt Sayles,,8,4,0,170.18,70.31,172.72,Orthodox,21/02/1994,4.83,41,2.81,61,0.36,16,81,4.83
Sumudaerji,The Tibetan Eagle,16,5,0,172.72,56.7,182.88,Southpaw,20/01/1996,4.83,54,2.75,62,0.32,100,66,4.83
Stipe Miocic,,20,4,0,193.04,108.86,203.2,Orthodox,19/08/1982,4.82,53,3.82,54,1.86,34,68,4.82
Rashad Coulter,Daywalker,9,4,0,180.34,92.99,193.04,Orthodox,27/11/1981,4.82,56,6.68,50,0,0,62,4.82
Denise Gomes,Dee,8,3,0,157.48,52.16,160.02,Orthodox,30/12/1999,4.81,48,3.66,49,1.13,33,47,4.81
Carlos Prates,The Nightmare,17,6,0,185.42,77.11,198.12,Switch,17/08/1993,4.81,63,3.69,47,0,0,0,4.81
Khalid Murtazaliev,,14,2,0,182.88,83.91,193.04,Orthodox,15/07/1993,4.8,69,0.4,78,7.5,100,33,4.8
Brad Katona,Superman,15,2,0,167.64,61.23,162.56,Orthodox,19/12/1991,4.8,51,4.57,50,1,20,50,4.8
Desmond Torres,,7,2,0,167.64,61.23,175.26,Orthodox,06/01/1997,4.8,64,11.78,48,0,0,100,4.8
Luiz Cane,Banha,17,7,0,187.96,83.91,195.58,Southpaw,24/04/1981,4.79,41,5,60,0.56,28,100,4.79
Greg Hardy,Prince of War,7,5,0,195.58,120.2,203.2,Orthodox,28/07/1988,4.79,50,3.31,55,0.2,33,64,4.79
Emiliano Sordi,He-Man,16,7,0,187.96,92.99,,Orthodox,15/02/1991,4.79,50,4.79,48,0,0,100,4.79
Brian Rogers,The Professional Predator,14,9,0,180.34,83.91,,,,4.79,38,5.76,58,1.22,50,100,4.79
John Castaneda,Sexy Mexi,21,6,0,167.64,61.23,180.34,Switch,18/12/1991,4.79,50,4.99,56,1.92,37,71,4.79
James Krause,The,28,9,0,187.96,77.11,185.42,Orthodox,04/06/1986,4.79,49,4.11,61,0.96,18,59,4.79
Gabriel Benitez,Moggly,23,11,0,172.72,70.31,180.34,Southpaw,15/06/1988,4.79,41,4.05,65,0.27,50,58,4.79
Chad Laprise,The Disciple,13,4,0,177.8,77.11,180.34,Orthodox,23/07/1986,4.78,42,3.59,65,1.05,54,78,4.78
Brok Weaver,Chata Tuska,15,6,0,182.88,70.31,185.42,Southpaw,05/12/1991,4.78,64,4.35,46,0.41,10,66,4.78
Chris Hofmann,,9,2,0,182.88,77.11,182.88,Orthodox,18/11/1989,4.78,45,4.63,35,3.42,42,0,4.78
Marina Rodriguez,,17,3,2,167.64,52.16,165.1,Orthodox,29/04/1987,4.77,48,2.89,56,0.25,42,66,4.77
Davey Grant,Dangerous,15,7,0,172.72,61.23,175.26,Orthodox,18/12/1985,4.77,42,3.82,55,1.26,41,61,4.77
Steven Peterson,Ocho,19,11,0,177.8,65.77,177.8,Orthodox,29/05/1990,4.76,40,5.94,53,1.42,26,64,4.76
Daniel Straus,,24,7,0,170.18,65.77,180.34,,,4.76,43,2.99,57,0.84,15,81,4.76
Cody Gibson,The Renegade,20,9,0,177.8,61.23,180.34,Orthodox,11/09/1987,4.75,45,4.73,55,1.35,35,64,4.75
Mauricio Ruffy,,9,1,0,180.34,77.11,190.5,Orthodox,17/06/1996,4.75,58,4.07,58,0,0,100,4.75
Frank Shamrock,,23,10,2,177.8,83.91,,Orthodox,08/12/1972,4.75,53,4.66,57,0.35,50,37,4.75
Evan Elder,The Phenom,8,2,0,177.8,70.31,182.88,Switch,11/04/1997,4.75,48,5,57,0.74,22,28,4.75
Dominick Reyes,The Devastator,12,4,0,193.04,92.99,195.58,Southpaw,26/12/1989,4.75,50,3.77,48,0.36,28,80,4.75
Renato Moicano,,17,5,1,180.34,70.31,182.88,Orthodox,21/05/1989,4.75,47,4.07,60,1.66,46,74,4.75
Rilley Dutro,,11,4,0,172.72,56.7,,Orthodox,03/09/1987,4.74,54,5.95,33,0,0,83,4.74
Tecia Torres,The Tiny Tornado,13,6,0,154.94,52.16,152.4,Orthodox,16/08/1989,4.74,48,3.59,61,0.66,14,61,4.74
Dooho Choi,The Korean Superboy,14,4,1,177.8,65.77,177.8,Orthodox,10/04/1991,4.74,53,4.91,54,0.29,20,50,4.74
Aljamain Sterling,Funk Master,23,4,0,170.18,61.23,180.34,Orthodox,31/07/1989,4.73,52,2.41,58,1.97,24,45,4.73
Jared Gooden,NiteTrain,22,9,0,182.88,77.11,195.58,Orthodox,05/12/1993,4.73,47,6.76,48,0.49,100,68,4.73
Aleksa Camur,,6,3,0,185.42,92.99,187.96,Orthodox,25/09/1995,4.73,57,4.26,54,0.46,22,50,4.73
Wang Guan,The Dongbei Tiger,20,1,1,175.26,65.77,180.34,Orthodox,14/03/1986,4.73,43,3.27,60,0,0,0,4.73
Amanda Ribas,,11,4,0,160.02,52.16,167.64,Orthodox,26/08/1993,4.73,42,3.24,64,2.27,53,88,4.73
